Estudo em anos;Renda em 2012;UF;Genero;Idade em 2012
9;1346,41;PE;M;44
11;3107,1;SC;M;35
13;1553,55;PE;F;38
15;2589,25;PB;M;45
12;517,85;BA;M;61
11;6214,2;ES;M;34
9;4714,5064;RS;M;60
1;569,635;MG;M;40
10;1398,195;RJ;M;49
8;207,14;SP;F;45
6;1035,7;SP;M;32
12;1139,27;SC;M;40
5;621,42;PA;M;60
1;1035,7;RS;M;45
1;1242,84;PR;M;61
15;2899,96;SP;M;33
12;1242,84;MG;F;39
16;2174,97;AL;F;37
9;144,998;SP;F;45
12;2071,4;CE;M;32
12;3107,1;BA;M;32
12;621,42;GO;M;45
12;1005,6647;PE;F;38
5;1242,84;MG;M;44
9;3322,5256;SP;M;35
13;5385,64;SC;M;48
16;4142,8;ES;F;38
12;3624,95;RO;M;41
5;310,71;SP;M;62
12;880,345;ES;M;59
12;1242,84;PE;M;55
1;517,85;SP;F;62
8;1242,84;MG;M;53
5;880,345;BA;F;48
12;310,71;PE;M;24
12;2589,25;PA;M;56
16;8285,6;PR;M;41
1;2382,11;MS;M;66
6;4142,8;MS;M;55
12;2071,4;RJ;M;50
9;2071,4;SC;M;47
16;3624,95;SP;M;45
6;1449,98;RS;M;54
12;2174,97;ES;M;38
9;310,71;RO;F;21
12;5178,5;RN;M;57
12;2071,4;RJ;M;55
16;5178,5;SP;F;38
9;3107,1;CE;M;33
12;1864,26;PR;F;37
12;1242,84;BA;F;57
12;2382,11;RJ;M;27
12;310,71;RS;F;64
13;1553,55;RO;M;59
1;517,85;PA;M;64
12;1657,12;MS;M;32
9;1553,55;RO;M;44
12;3107,1;GO;M;51
12;816,1316;PA;F;50
3;310,71;SP;M;72
6;816,1316;SP;F;41
16;15535,5;SP;M;40
12;1242,84;PA;M;43
12;51,785;PR;F;27
16;2382,11;PA;M;24
16;3003,53;PR;M;48
1;1553,55;RJ;F;39
16;2692,82;SC;F;51
12;6214,2;MG;M;33
12;1242,84;SC;M;40
12;1398,195;MG;M;38
12;1864,26;RJ;M;44
10;816,1316;RR;F;45
6;3107,1;SE;M;43
8;816,1316;MA;M;52
16;12428,4;RS;F;48
16;621,42;MT;F;54
12;1139,27;AP;M;21
4;724,99;PA;M;42
5;948,7012;SP;M;54
16;1553,55;RR;M;36
12;2071,4;PA;M;28
5;2071,4;SP;M;29
12;1346,41;AC;M;54
6;2071,4;SP;M;44
12;2692,82;BA;M;49
4;952,844;RS;F;39
12;1605,335;SC;M;32
12;1035,7;PE;M;61
5;849,274;MT;M;48
12;1139,27;TO;M;32
16;2071,4;PR;M;44
8;1139,27;RJ;M;59
1;1553,55;SP;M;49
9;5696,35;PR;M;48
16;3107,1;MG;M;48
1;207,14;PE;F;64
13;3107,1;MT;M;54
16;10357;DF;M;55
12;1864,26;BA;M;32
5;932,13;PR;M;42
12;1398,195;MG;M;54
15;1713,0478;MG;F;40
10;1449,98;RS;M;28
9;816,1316;PI;M;30
5;1035,7;MT;M;58
9;3728,52;RN;M;51
16;6732,05;SP;M;36
16;2278,54;MG;F;36
12;155,355;PR;F;34
12;3624,95;GO;M;32
5;2382,11;PR;M;45
13;7249,9;DF;M;64
1;310,71;ES;M;50
9;2071,4;RS;M;27
12;2071,4;PR;F;74
12;3107,1;PR;M;48
5;1035,7;MG;M;68
12;466,065;MG;F;25
11;3107,1;RS;M;50
9;517,85;CE;M;30
3;1657,12;GO;M;43
12;1035,7;PE;M;36
13;932,13;SE;M;25
1;621,42;AP;F;52
7;155,355;DF;F;23
2;983,915;BA;M;50
12;816,1316;GO;F;52
5;1242,84;RO;M;40
12;2589,25;SP;M;37
6;3107,1;PR;M;42
1;983,915;PA;M;59
8;932,13;SE;F;35
12;1004,629;CE;M;54
12;2071,4;SC;M;32
10;2589,25;PE;M;49
8;1139,27;SP;M;32
1;517,85;BA;M;31
16;6214,2;SP;M;41
1;1035,7;PA;M;67
16;4132,443;BA;F;52
1;932,13;MG;M;52
16;3728,52;RJ;M;55
12;828,56;PR;M;58
8;1449,98;DF;F;44
5;724,99;AP;F;31
6;3107,1;RS;M;59
16;23821,1;GO;M;32
4;1282,1966;MG;F;57
15;1035,7;SP;M;46
11;3624,95;SP;M;33
5;621,42;BA;F;49
9;2071,4;PR;F;52
12;2071,4;PA;F;35
1;103,57;RR;M;65
4;1035,7;GO;M;52
7;517,85;GO;M;73
9;932,13;RJ;M;42
6;2071,4;SP;F;41
5;2071,4;PE;M;36
15;4039,23;PR;M;32
8;816,1316;AC;M;55
12;3728,52;MG;M;44
12;2071,4;MA;M;35
11;362,495;PE;F;45
1;414,28;AP;M;59
16;1967,83;PB;F;30
6;724,99;PA;M;40
15;816,1316;RS;F;43
4;310,71;RJ;F;39
9;1657,12;RS;M;31
12;1449,98;SP;M;54
12;838,917;RN;M;28
12;2174,97;MT;M;20
5;2278,54;SP;M;60
12;1035,7;PE;F;48
1;207,14;CE;M;74
16;1191,055;RJ;M;31
12;3107,1;MG;M;37
16;4349,94;PR;F;57
5;1014,986;MG;F;44
9;932,13;PA;M;30
12;1553,55;CE;M;23
9;1242,84;PR;M;33
12;1864,26;RS;M;21
12;3107,1;ES;F;48
16;2589,25;RJ;F;32
8;1553,55;MG;M;35
4;517,85;PA;M;42
9;186,426;PA;F;36
9;1035,7;SP;M;31
13;2071,4;PR;F;50
12;816,1316;RJ;M;62
16;3107,1;PR;M;62
5;1864,26;MG;M;55
9;3107,1;SP;M;57
9;983,915;BA;M;33
14;227,854;CE;F;33
12;1864,26;PR;M;33
9;880,345;RS;M;29
16;2071,4;BA;F;31
16;2589,25;SP;M;47
3;828,56;RO;M;55
12;828,56;AL;F;30
9;1553,55;RS;M;25
12;816,1316;CE;F;19
4;1242,84;RS;M;48
12;1346,41;BA;M;46
1;807,846;ES;M;32
12;5799,92;MA;F;63
16;7042,76;DF;F;42
12;1035,7;SP;M;31
9;816,1316;RS;F;60
12;828,56;BA;F;46
6;1139,27;TO;M;41
16;3624,95;SP;M;34
6;828,56;MT;M;49
9;1035,7;PA;M;37
12;1242,84;RR;M;48
12;1864,26;RJ;M;34
14;3935,66;AP;M;27
12;1346,41;AP;M;27
9;1035,7;RJ;F;63
12;816,1316;BA;M;44
15;1035,7;PR;F;22
6;155,355;BA;F;32
6;816,1316;RJ;M;36
13;816,1316;RR;F;39
3;155,355;AP;M;57
4;414,28;PE;F;18
4;517,85;RR;M;51
9;816,1316;MG;F;56
16;12428,4;SP;M;39
4;816,1316;PE;M;51
9;1035,7;MG;M;50
12;863,7738;MG;M;28
12;880,345;PA;M;32
16;816,1316;PE;M;49
16;1242,84;PA;F;37
9;932,13;RS;F;43
12;816,1316;CE;M;33
12;1035,7;BA;F;38
15;816,1316;MG;M;27
6;1553,55;RO;M;27
17;517,85;PE;M;34
9;816,1316;MG;F;59
1;517,85;AL;M;35
5;816,1316;PI;M;63
12;1553,55;RJ;M;38
13;5178,5;RS;M;46
16;1139,27;RJ;F;69
12;937,3085;SP;F;37
6;3107,1;MS;M;43
12;2071,4;PA;M;54
9;816,1316;RS;M;45
14;1657,12;RS;F;39
3;466,065;BA;F;45
12;859,631;PA;M;33
11;1232,483;PR;F;23
9;2485,68;MG;M;52
1;445,351;PA;M;69
5;414,28;BA;F;47
11;1242,84;SP;M;35
16;3107,1;MG;F;43
9;165,712;SP;F;63
12;1035,7;PR;F;46
1;2071,4;SC;M;23
9;880,345;RS;F;57
6;816,1316;BA;M;27
12;4660,65;PA;M;47
12;2071,4;CE;F;65
3;5178,5;ES;M;55
1;186,426;PB;M;43
16;2071,4;RN;M;46
16;2796,39;SC;F;31
7;1553,55;PR;M;46
6;2589,25;SC;M;55
3;1242,84;PE;M;62
1;1553,55;PI;M;55
11;816,1316;MG;F;42
1;3624,95;SP;M;70
10;816,1316;SP;F;48
12;1242,84;PA;F;27
14;2071,4;PR;F;28
7;1242,84;BA;M;44
8;517,85;CE;M;48
9;1035,7;PB;M;32
12;1035,7;AP;M;32
4;103,57;RS;M;65
16;2216,398;PR;M;29
12;1864,26;PA;M;30
15;621,42;RS;F;62
12;1139,27;RS;F;48
14;408,0658;PB;F;41
1;1553,55;MT;M;56
16;2382,11;RS;M;53
12;2071,4;BA;F;45
9;4142,8;RJ;M;49
12;2485,68;MG;M;43
12;2071,4;DF;F;47
1;517,85;PE;M;47
12;1553,55;MT;F;40
9;1242,84;RJ;M;56
9;1553,55;RJ;M;30
14;1657,12;PR;M;37
12;1242,84;SC;M;25
12;952,844;SP;F;25
5;372,852;RO;F;30
9;1346,41;PR;M;47
1;414,28;PE;M;44
12;1035,7;BA;F;48
14;1139,27;RR;M;26
13;2589,25;ES;M;35
12;1668,5127;MG;M;27
12;621,42;PA;F;29
12;1553,55;PE;M;47
5;1657,12;RJ;F;47
16;5178,5;SP;M;50
12;816,1316;PA;M;44
1;414,28;PA;M;40
16;2382,11;SP;M;28
4;3107,1;SP;M;56
16;4251,5485;MA;F;47
16;10357;PB;M;51
16;1553,55;RR;M;45
12;1346,41;BA;M;37
5;1553,55;RS;M;42
1;207,14;BA;M;53
12;3935,66;RJ;F;61
1;517,85;MS;M;61
1;414,28;PE;M;38
12;1242,84;RJ;F;63
16;9839,15;RJ;M;60
12;973,558;PR;M;49
16;5178,5;RJ;M;48
9;2899,96;MG;M;44
16;20714;RJ;M;57
4;1180,698;BA;M;34
3;816,1316;SE;M;45
3;828,56;MG;M;45
16;2071,4;CE;M;31
12;310,71;MA;M;29
8;1553,55;PB;M;41
14;1346,41;CE;F;48
6;994,272;RS;M;40
6;82,856;CE;M;23
12;816,1316;PA;M;58
4;310,71;PA;M;47
13;2071,4;RS;F;57
12;4142,8;RS;M;45
12;1632,2632;PA;F;28
6;269,282;PE;F;20
12;2071,4;RJ;M;26
4;207,14;MA;F;54
9;207,14;PA;M;66
8;816,1316;RS;F;60
10;816,1316;MG;M;28
16;5178,5;SP;F;53
7;1035,7;SP;F;57
12;2589,25;MT;M;46
4;310,71;SE;M;76
13;1501,765;PR;F;34
2;816,1316;BA;F;40
9;2071,4;PE;M;45
12;2589,25;GO;M;37
9;2071,4;PR;F;41
6;1864,26;MT;M;54
1;1035,7;SP;M;71
8;1553,55;PR;M;54
6;1242,84;BA;M;33
12;932,13;CE;M;41
16;1242,84;RJ;F;60
1;517,85;BA;M;26
9;1035,7;PA;F;42
9;816,1316;SC;M;37
12;816,1316;PE;M;31
9;2071,4;PA;M;51
9;776,775;MT;M;66
5;983,915;RN;M;54
5;1242,84;PE;M;44
12;14499,8;MG;M;30
6;1346,41;SP;F;50
12;1122,6988;PR;M;27
12;1449,98;RS;M;54
12;414,28;RR;F;39
16;3107,1;PE;M;39
1;1242,84;GO;M;51
6;816,1316;CE;F;54
9;1242,84;MG;M;20
12;517,85;GO;F;47
12;983,915;RS;F;38
10;1242,84;PE;M;39
12;1242,84;SP;F;39
9;362,495;MA;M;25
10;932,13;PI;M;33
5;1553,55;SP;M;55
9;880,345;PA;M;19
12;4142,8;CE;F;54
12;1346,41;GO;M;33
8;1035,7;CE;M;41
12;7249,9;ES;M;50
7;932,13;BA;M;43
16;4142,8;RS;M;51
12;2589,25;PA;F;34
5;341,781;RR;M;66
5;1242,84;SP;F;51
16;4660,65;MT;F;25
14;3107,1;SP;M;31
2;414,28;MG;M;44
9;621,42;PA;F;31
5;673,205;MG;M;57
12;2071,4;SP;M;22
1;41,428;BA;M;53
12;1864,26;GO;M;29
12;1791,761;RS;M;39
12;5178,5;RO;M;49
5;1035,7;CE;M;81
12;1657,12;SP;M;25
12;2071,4;RS;M;48
16;17606,9;DF;M;50
1;2071,4;BA;M;52
1;952,844;DF;F;41
12;1657,12;MS;F;54
7;207,14;BA;M;37
11;1657,12;ES;M;68
5;1864,26;MS;M;40
16;4142,8;RS;M;51
12;517,85;SP;F;42
12;5178,5;RJ;M;32
12;1657,12;AP;M;47
15;1346,41;PR;M;23
16;5178,5;PE;M;47
12;2226,755;AP;M;41
13;1657,12;RJ;F;43
1;2485,68;AP;M;60
5;1242,84;PA;M;28
12;9321,3;MG;M;49
10;816,1316;CE;F;23
1;3107,1;RN;M;47
8;7249,9;GO;M;52
12;1438,5873;BA;M;37
16;6214,2;SP;M;47
5;1346,41;MG;M;66
10;517,85;RJ;F;21
16;5178,5;RJ;M;36
11;857,5596;CE;M;53
12;2174,97;RS;M;29
1;1242,84;PR;F;37
16;7767,75;PA;M;43
16;2071,4;MA;F;40
9;2071,4;MS;M;51
5;1242,84;ES;M;37
6;1035,7;PB;M;33
12;5048,0018;SP;M;56
16;2071,4;AP;F;53
11;517,85;MA;M;26
1;258,925;BA;M;88
16;2071,4;SP;M;40
12;816,1316;SE;F;24
16;1449,98;AL;M;34
7;207,14;AP;F;59
12;4142,8;GO;M;54
16;1553,55;SP;M;47
6;1242,84;MS;M;58
9;2071,4;PB;M;37
6;5178,5;RS;M;75
16;3624,95;PE;M;43
12;4142,8;CE;M;53
12;7249,9;BA;M;49
16;2589,25;ES;M;25
5;828,56;PA;M;42
10;362,495;RJ;F;43
3;3107,1;SP;M;59
4;816,1316;MG;M;81
16;4971,36;SC;F;39
10;2071,4;RS;F;52
11;3107,1;PA;M;60
12;1553,55;RS;M;52
5;1035,7;MA;F;54
9;1553,55;MG;F;49
14;932,13;MG;F;23
12;1035,7;SC;F;49
16;9321,3;MG;M;35
3;2174,97;PA;M;43
12;1191,055;PA;M;37
12;1139,27;PR;F;21
16;816,1316;MG;F;29
13;1553,55;MS;M;35
12;51,785;PE;F;35
12;414,28;MG;F;23
4;1035,7;GO;M;48
9;2071,4;RO;M;59
11;1449,98;SC;M;31
16;8285,6;SP;M;31
11;5178,5;MT;M;31
4;517,85;AP;M;34
12;3107,1;GO;M;47
6;818,203;TO;F;54
12;828,56;RJ;F;42
6;310,71;PE;M;35
9;816,1316;PI;F;24
9;408,0658;PA;F;26
9;621,42;PA;M;32
16;9321,3;SC;M;40
12;828,56;CE;M;43
9;1864,26;SP;M;44
3;1018,0931;MG;F;48
8;1035,7;RR;M;56
12;1242,84;RS;F;27
12;1429,266;AP;M;41
12;932,13;SP;M;33
5;310,71;MG;M;52
12;1864,26;PA;F;56
12;1449,98;RJ;M;46
12;1242,84;CE;M;33
12;724,99;PA;F;22
4;1242,84;SP;M;54
8;1242,84;GO;F;47
5;103,57;BA;M;42
11;828,56;GO;F;33
9;5178,5;SP;M;47
16;1760,69;GO;F;37
12;1053,3069;CE;M;24
7;1553,55;SP;F;58
14;4142,8;PR;M;34
12;2071,4;RS;M;28
16;3096,743;AP;F;35
4;724,99;MG;M;38
10;828,56;RJ;F;42
14;828,56;RJ;F;29
4;1553,55;CE;M;54
6;621,42;MG;M;40
6;621,42;BA;M;26
16;3107,1;PR;M;32
12;2071,4;PA;M;30
12;5178,5;PA;M;52
4;621,42;PA;M;35
12;1405,4449;BA;M;41
7;816,1316;PB;M;53
13;1191,055;RO;F;21
5;517,85;SC;M;40
12;1242,84;RS;M;60
8;414,28;SP;F;37
16;3935,66;BA;M;34
11;1864,26;RS;M;44
12;1398,195;RR;M;32
5;1035,7;PR;M;70
16;3314,24;SC;M;63
12;1035,7;RS;M;28
12;3935,66;MT;M;29
4;1468,6226;GO;M;34
13;310,71;PA;F;44
12;1139,27;SP;M;27
1;310,71;GO;M;60
13;6732,05;ES;M;51
16;932,13;MG;M;28
5;2071,4;MG;M;45
10;1242,84;SP;M;28
11;621,42;PA;F;60
5;1035,7;PA;M;41
5;2071,4;RS;M;51
1;1632,2632;MG;M;40
11;1449,98;AP;M;32
13;3624,95;SP;M;37
12;1242,84;RO;M;36
12;1553,55;SP;M;46
12;10357;RO;M;48
12;3314,24;SP;M;43
1;1372,3025;MG;M;34
16;3107,1;PE;F;55
5;103,57;PE;M;73
4;414,28;RJ;F;52
16;4142,8;SP;M;57
16;3624,95;RJ;M;39
12;1035,7;GO;F;41
16;4142,8;MG;M;29
9;414,28;CE;F;48
11;1553,55;GO;M;29
16;3624,95;PA;M;49
12;5178,5;DF;M;54
12;2071,4;RS;F;44
6;517,85;BA;M;37
5;310,71;RS;M;79
12;5178,5;RR;M;52
6;828,56;MA;M;31
16;1822,832;SP;M;64
9;828,56;RJ;M;64
12;1242,84;AP;M;35
9;4142,8;PR;F;38
7;1263,554;RJ;F;60
3;621,42;DF;F;66
1;816,1316;AL;M;39
9;517,85;AC;F;28
8;932,13;SP;F;48
9;724,99;RJ;M;24
12;517,85;PA;F;32
12;2382,11;MG;F;44
12;1242,84;BA;M;30
9;1346,41;RJ;F;57
6;621,42;PB;M;31
16;5178,5;AP;M;34
12;983,915;PA;M;51
12;1139,27;CE;F;50
5;816,1316;PA;M;35
5;828,56;RO;M;40
9;1127,8773;RS;M;39
9;1035,7;MA;M;56
4;414,28;MA;M;64
16;5178,5;SP;M;65
6;816,1316;RO;F;38
5;704,276;MG;F;33
12;517,85;RJ;F;57
12;466,065;BA;M;33
1;828,56;MG;M;58
14;621,42;AP;M;46
9;1346,41;PR;F;50
12;1553,55;CE;M;34
3;828,56;BA;M;68
7;2071,4;MG;M;40
12;1553,55;PR;M;34
6;816,1316;BA;F;29
6;724,99;AP;F;69
12;1967,83;BA;M;36
12;1553,55;PA;M;45
12;816,1316;PB;F;46
12;2071,4;TO;M;45
1;414,28;CE;M;44
12;2071,4;MG;M;35
16;1449,98;MT;F;45
12;948,7012;SP;F;38
16;18642,6;SP;M;47
5;1553,55;PA;M;31
1;816,1316;TO;M;52
12;3107,1;RO;M;29
16;8285,6;DF;M;53
1;1191,055;DF;M;51
16;2071,4;RS;F;55
12;1864,26;AP;M;28
9;3107,1;MG;M;34
16;2071,4;SC;F;41
12;1242,84;RJ;M;50
12;4660,65;SE;F;61
16;1242,84;ES;M;45
8;816,1316;BA;M;30
11;1418,909;AC;M;37
10;724,99;TO;M;25
16;5178,5;TO;M;31
8;2174,97;SC;F;50
6;1035,7;PA;M;78
7;816,1316;CE;M;27
11;828,56;CE;F;31
5;1553,55;RS;M;65
4;517,85;GO;F;37
12;828,56;AL;F;31
16;1242,84;RS;M;51
12;1657,12;AP;M;37
16;8285,6;MT;M;49
9;1056,414;MG;F;63
16;3107,1;SP;F;50
16;18642,6;DF;M;69
10;1864,26;SP;M;47
6;1242,84;MA;M;40
16;5178,5;PR;F;34
9;1553,55;SP;M;39
9;2589,25;SC;M;49
12;5178,5;BA;M;38
9;310,71;PE;M;62
16;4557,08;RJ;M;50
7;2485,68;GO;M;38
12;2071,4;MT;M;39
9;1035,7;PR;M;47
3;816,1316;PA;M;63
1;1242,84;PR;M;66
5;828,56;MG;M;38
6;932,13;RS;M;36
5;1346,41;GO;M;36
16;10357;SP;F;36
5;816,1316;PB;M;52
12;1139,27;BA;M;39
4;1553,55;PA;M;53
12;1398,195;SP;M;42
17;414,28;CE;F;42
16;7249,9;MG;M;27
5;82,856;MA;F;39
9;2382,11;CE;M;56
12;1449,98;SP;M;26
11;3107,1;SP;M;59
11;1553,55;SP;M;36
1;1657,12;SP;M;72
16;1035,7;BA;M;44
9;1760,69;SP;M;25
14;7249,9;SP;M;57
12;1242,84;MG;M;26
9;932,13;AP;M;43
10;828,56;PA;M;65
10;1553,55;GO;M;29
9;1657,12;PR;M;49
5;828,56;SE;M;60
9;2485,68;RJ;F;62
9;2589,25;PR;M;29
4;932,13;BA;M;72
12;1242,84;PE;M;26
16;2174,97;SP;F;26
9;1035,7;SP;M;45
12;828,56;RJ;F;60
12;816,1316;SE;F;26
12;1553,55;MG;M;30
12;1242,84;RJ;F;57
7;1242,84;PR;F;45
10;2071,4;TO;M;35
9;1242,84;SP;F;32
16;3107,1;DF;M;44
5;1812,475;SP;M;43
5;155,355;MS;M;64
12;2382,11;SP;M;60
1;1657,12;RS;M;36
11;414,28;PE;F;41
12;1035,7;RS;F;30
12;2071,4;RS;F;36
12;1553,55;MG;M;29
9;1346,41;GO;M;44
12;2055,8645;RS;M;52
16;10357;SE;M;65
6;816,1316;PE;F;37
12;517,85;BA;M;64
9;621,42;PI;M;33
5;1180,698;SP;M;46
8;1035,7;MG;M;76
12;807,846;RJ;M;28
1;414,28;CE;M;40
12;1553,55;RJ;F;37
16;4039,23;MG;F;49
9;1242,84;RJ;F;40
16;3314,24;MG;M;59
16;2071,4;SC;F;32
13;1553,55;RJ;F;27
9;2589,25;AP;M;54
9;1657,12;RJ;M;60
9;1543,193;SP;M;23
12;1398,195;BA;M;30
12;952,844;PE;F;47
8;932,13;PR;F;37
1;816,1316;SP;F;60
12;497,136;CE;M;36
16;4142,8;PR;F;58
6;1144,4485;GO;M;21
16;3107,1;RS;F;38
12;3107,1;SC;M;51
10;1242,84;SP;F;47
5;1273,911;PE;M;43
12;1346,41;PE;M;34
12;947,6655;BA;M;41
10;983,915;RJ;F;43
16;6214,2;SP;F;38
16;8182,03;BA;M;38
16;1553,55;RJ;M;42
13;1864,26;PI;M;53
12;621,42;BA;M;31
14;4246,37;RJ;M;58
12;414,28;RS;M;23
12;1967,83;PE;M;62
5;2071,4;MT;M;54
9;1139,27;SP;F;56
9;1046,057;RS;F;35
11;3107,1;RS;M;51
4;932,13;DF;M;71
16;2589,25;RS;F;38
10;207,14;RO;F;34
8;5178,5;CE;M;66
16;6214,2;RS;M;48
16;1608,4421;PA;F;43
6;1553,55;BA;F;54
9;207,14;PB;M;35
1;207,14;PE;M;36
16;11392,7;DF;M;48
10;2174,97;MG;M;36
8;1242,84;RS;F;35
4;2382,11;BA;M;27
15;2121,1136;GO;M;32
5;310,71;CE;F;52
9;1242,84;PR;M;46
7;1346,41;MT;F;53
5;310,71;PE;M;34
1;1139,27;RJ;M;43
12;2278,54;DF;F;37
9;3314,24;RJ;M;42
1;1035,7;PA;M;49
10;932,13;ES;F;28
6;816,1316;PA;F;66
5;2071,4;BA;M;52
6;3107,1;GO;M;38
9;1242,84;RS;F;58
12;1760,69;MG;M;39
12;8285,6;DF;F;54
16;4142,8;MT;M;55
15;414,28;PA;M;34
6;1035,7;SP;M;41
5;816,1316;AC;M;49
12;1657,12;AP;M;45
3;932,13;ES;M;60
1;621,42;PE;M;43
12;3107,1;PB;M;35
11;3624,95;RJ;M;56
12;2796,39;RS;F;30
8;621,42;MA;M;52
14;2071,4;SP;M;39
16;3624,95;RS;M;70
12;1449,98;PR;M;28
3;207,14;SE;M;50
12;2589,25;SP;M;32
16;1159,984;AP;F;24
14;1626,049;TO;M;48
12;2071,4;GO;M;40
3;816,1316;PI;F;32
12;2589,25;RS;M;41
12;994,272;PE;M;25
16;1636,406;MG;F;59
17;1760,69;RS;M;31
1;1242,84;SP;M;57
9;816,1316;TO;M;40
11;724,99;SC;F;29
12;869,988;MG;F;42
12;1449,98;MS;M;42
16;6214,2;AC;M;37
9;2071,4;CE;M;37
1;3107,1;RN;M;65
16;8285,6;SP;M;31
12;1553,55;AP;M;38
12;816,1316;AP;F;29
16;2589,25;RJ;M;38
9;41,428;CE;F;34
5;859,631;MG;F;39
12;816,1316;PI;F;24
2;51,785;SP;M;63
7;1553,55;MS;M;27
12;5178,5;RS;M;51
12;1139,27;GO;M;45
9;2071,4;PR;M;47
4;414,28;AP;M;40
9;776,775;AP;F;20
4;165,712;PA;M;53
12;4142,8;SP;M;35
6;2408,0025;AP;M;32
12;1035,7;TO;M;32
4;1242,84;RS;M;57
12;1242,84;BA;M;36
12;5178,5;RS;M;26
12;5178,5;MS;M;50
5;310,71;PR;F;58
15;1449,98;DF;F;31
12;816,1316;BA;F;40
9;621,42;RJ;M;28
8;3624,95;MT;F;34
11;1553,55;AC;M;45
16;3107,1;SP;F;33
9;1553,55;SP;M;58
16;3107,1;MG;M;30
12;932,13;MA;M;45
12;2071,4;RS;M;28
12;2071,4;ES;M;38
9;828,56;MG;M;40
12;1242,84;PR;F;32
12;2061,043;RJ;M;39
5;2589,25;BA;M;60
10;1165,1625;MG;F;34
7;517,85;AC;M;59
9;816,1316;CE;F;51
12;2071,4;AP;M;37
12;828,56;AP;M;35
8;186,426;RN;F;44
8;724,99;BA;M;28
8;932,13;PA;F;42
1;816,1316;PA;M;44
6;1346,41;PR;M;42
12;1242,84;PI;F;57
16;11806,98;RS;F;34
4;517,85;RN;M;62
16;1553,55;AP;F;36
5;816,1316;PB;M;60
7;1346,41;PR;M;47
6;724,99;PA;M;28
12;1319,4818;ES;M;44
4;1242,84;RO;M;51
12;2448,3948;RJ;M;37
11;5696,35;PI;M;36
10;1139,27;BA;M;23
3;2071,4;RJ;M;51
12;1449,98;SE;M;35
12;1553,55;CE;M;30
16;1014,986;RS;F;50
12;1553,55;RO;M;41
9;816,1316;BA;M;43
11;1242,84;PR;F;38
10;828,56;CE;M;21
6;816,1316;RR;M;72
9;1553,55;MA;F;48
4;1224,1974;MG;M;61
16;3107,1;PA;F;52
11;1553,55;RS;M;57
12;7249,9;DF;F;45
16;8285,6;RR;M;34
9;973,558;SP;M;60
5;1242,84;SC;M;43
12;1242,84;MG;M;35
13;816,1316;SP;M;29
12;1242,84;RS;M;23
16;1553,55;MG;M;49
3;621,42;MG;M;41
12;1264,5897;RS;F;67
1;776,775;BA;M;71
4;569,635;TO;M;31
8;3107,1;MT;M;33
3;828,56;MS;M;51
12;828,56;RS;F;33
12;3935,66;BA;M;56
9;816,1316;SC;M;40
12;1242,84;CE;M;31
5;207,14;PE;F;73
6;1033,6286;SP;M;28
9;816,1316;GO;M;41
11;2071,4;MT;M;35
12;2174,97;PR;M;45
16;11175,203;DF;F;44
16;2278,54;BA;M;30
5;816,1316;RJ;M;58
11;880,345;BA;M;29
2;414,28;BA;M;41
12;1553,55;MG;F;38
12;5178,5;MT;M;29
13;3107,1;SP;M;33
16;3003,53;PI;F;49
12;5178,5;SP;M;34
12;1242,84;MG;M;41
9;1242,84;AP;M;65
5;880,345;ES;F;33
12;1657,12;AP;M;49
14;2589,25;BA;M;48
5;1191,055;GO;M;49
16;3107,1;MT;F;35
10;414,28;BA;M;46
12;816,1316;CE;F;33
6;932,13;MG;M;53
14;1139,27;RS;F;22
9;1035,7;RS;M;55
12;1035,7;RJ;M;24
12;5178,5;SP;M;32
16;1346,41;BA;F;35
5;1062,6282;MG;M;54
12;1632,2632;SP;F;31
4;816,1316;PA;M;47
12;1242,84;RJ;M;26
6;816,1316;ES;M;58
11;1242,84;PE;M;27
9;2278,54;ES;F;33
12;816,1316;RS;F;43
12;932,13;RN;M;45
16;3107,1;PE;M;37
12;2589,25;SP;M;39
12;3107,1;RR;F;53
16;1014,986;PA;M;55
12;1242,84;RS;M;31
5;258,925;SP;M;64
9;1553,55;PB;M;51
1;155,355;SE;M;63
2;816,1316;AP;M;68
12;724,99;SP;F;46
16;2589,25;MG;M;36
9;10357;CE;F;56
17;816,1316;DF;F;22
12;3935,66;MS;M;40
12;2589,25;AP;M;53
5;673,205;MG;F;41
6;1139,27;PB;M;46
14;816,1316;PE;F;43
16;2071,4;MT;F;38
9;816,1316;PA;M;43
5;816,1316;PE;M;63
12;2382,11;PA;M;49
12;1346,41;SP;M;43
9;4142,8;BA;M;57
12;2071,4;RJ;M;31
12;1760,69;RJ;M;48
16;6529,0528;RJ;F;33
12;1553,55;SP;M;59
16;4142,8;SP;F;50
3;1242,84;SE;M;55
12;1864,26;SP;M;41
16;5799,92;SP;F;35
15;2071,4;RS;F;31
12;5178,5;MG;M;54
9;1449,98;PR;M;55
16;8285,6;RJ;F;42
16;5178,5;PR;F;38
12;621,42;RJ;F;56
12;1449,98;RS;F;60
9;621,42;CE;F;38
16;12428,4;MG;M;51
12;1553,55;SP;M;34
12;3107,1;DF;M;48
16;1553,55;MG;M;32
5;2071,4;PR;M;56
7;1035,7;AL;M;53
13;4349,94;RJ;M;47
10;362,495;MA;M;33
1;517,85;MA;M;58
8;966,3081;MS;M;44
1;816,1316;PE;M;58
9;932,13;RJ;F;61
